"Label","date","Id","modularity_class","outdegree"
"henripoisot",2022-08-20 10:03:42,30947,"Militant·e·s féministes et LGBTQIA+",0
"JeanMarieBost1",2022-08-20 10:04:00,29302,"Rassemblement National",0
"StephanieLevy75",2022-08-20 10:04:06,30944,"Néoconservateurs",2
"UnionPirate",2022-08-20 10:04:15,30942,"Personnalités et groupes de gauche",4
"Dalimauve",2022-08-20 10:04:17,28110,"Néoconservateurs",0
"Victor_Peach",2022-08-20 10:04:50,8092,"Militant·e·s féministes et LGBTQIA+",0
"sbounhol1",2022-08-20 10:04:59,30904,"Centre",0
"Dianou34",2022-08-20 10:05:06,75,"Néoconservateurs",0
"enfantdespeuple",2022-08-20 10:05:42,30929,"Personnalités et groupes de gauche",0
"Monaco92130",2022-08-20 10:05:57,30928,"Néoconservateurs",0
"PBrenon",2022-08-20 10:06:13,17001,"Personnalités et groupes de gauche",0
"cocoetmiche",2022-08-20 10:06:26,30923,"Néoconservateurs",0
"Mouettedelouest",2022-08-20 10:06:26,4221,"Néoconservateurs",0
"DiplomaziaTW",2022-08-20 10:06:34,30920,"Alt-right",0
"LouiseLouul",2022-08-20 10:06:37,30917,"Personnalités et groupes de gauche",0
"LDeQ_Twitch",2022-08-20 10:06:37,4107,"Militant·e·s féministes et LGBTQIA+",0
"GonderDelphine",2022-08-20 10:06:59,30915,"Néoconservateurs",0
"_WellWellWell",2022-08-20 10:07:20,30912,"Personnalités et groupes de gauche",0
"StephaneStbart",2022-08-20 10:07:23,19893,"Néoconservateurs",0
"MisterDfrcd12",2022-08-20 10:07:25,30909,"Centre",0
"JouJouan",2022-08-20 10:07:30,30137,"Alt-right",0
"PascaleDP",2022-08-20 10:07:34,30906,"Militant·e·s féministes et LGBTQIA+",0
"AntoineAlibert",2022-08-20 10:08:03,30900,"Personnalités et groupes de gauche",0
"foron4",2022-08-20 10:08:05,20364,"Néoconservateurs",0
"RamonesVlad",2022-08-20 10:08:09,3956,"Alt-right",0
"lynns68gwada971",2022-08-20 10:08:18,30896,"Conspirationnistes identitaires",0
"DemonAbraxas",2022-08-20 10:08:52,3038,"Rassemblement National",0
"JeffTheroux",2022-08-20 10:09:04,30890,"Alt-right",1
"djnsky",2022-08-20 10:09:21,30887,"Personnalités et groupes de gauche",0
"leo_todoskoff",2022-08-20 10:09:58,30883,"Personnalités et groupes de gauche",0
"norabz",2022-08-20 10:10:02,30882,"Militant·e·s féministes et LGBTQIA+",0
"baltique77",2022-08-20 10:10:16,27170,"Néoconservateurs",0
"laurentmarlau",2022-08-20 10:10:22,23462,"Néoconservateurs",0
"desiar761",2022-08-20 10:10:52,30876,"Personnalités et groupes de gauche",0
"StayxMad",2022-08-20 10:11:12,30874,"Personnalités et groupes de gauche",0
"Mihajlomikimiki",2022-08-20 10:11:20,30872,"Personnalités et groupes de gauche",0
"Charliosaure",2022-08-20 10:11:33,19950,"Personnalités et groupes de gauche",0
"hanibal76",2022-08-20 10:11:47,30488,"Centre",0
"Galaure_38",2022-08-20 10:12:08,30865,"Alt-right",0
"chatel_nadine",2022-08-20 10:12:25,412,"Alt-right",0
"KevinHavet",2022-08-20 10:13:26,30858,"Centre",0
"willsdorf59",2022-08-20 10:13:40,3873,"Néoconservateurs",0
"AZadounaisky",2022-08-20 10:13:49,17307,"Militant·e·s féministes et LGBTQIA+",0
"Vinteuil_LTP",2022-08-20 10:13:55,8898,"Militant·e·s féministes et LGBTQIA+",0
"parni52b",2022-08-20 10:14:24,15696,"Néoconservateurs",0
"UntelUntel5",2022-08-20 10:14:28,21984,"Militant·e·s féministes et LGBTQIA+",0
"h1jk_",2022-08-20 10:14:57,8458,"Néoconservateurs",0
"hirondelle64520",2022-08-20 10:15:04,30846,"Conspirationnistes identitaires",0
"Chedon18",2022-08-20 10:15:10,30845,"Néoconservateurs",0
"BruneauJeanCla4",2022-08-20 10:15:19,30844,"Droite réactionnaire",1
"Kieffer81559375",2022-08-20 10:15:45,30840,"Néoconservateurs",0
"MalzacMarief",2022-08-20 10:15:51,30838,"Militant·e·s féministes et LGBTQIA+",0
"TollayDaniel",2022-08-20 10:16:22,30835,"Conspirationnistes identitaires",0
"msansm1",2022-08-20 10:16:24,30834,"Militant·e·s féministes et LGBTQIA+",0
"Shane_Dinosaure",2022-08-20 10:16:26,15651,"Militant·e·s féministes et LGBTQIA+",0
"Anthazia_gal",2022-08-20 10:16:31,30831,"Centre",0
"LassusBenoit",2022-08-20 10:16:32,30830,"Personnalités et groupes de gauche",0
"realmbreath",2022-08-20 10:16:37,30829,"Centre",0
"StourmL",2022-08-20 10:16:54,30828,"Néoconservateurs",0
"Peps17791238",2022-08-20 10:17:08,30824,"Alt-right",0
"FreeGattaca",2022-08-20 10:17:11,26752,"Néoconservateurs",0
"JeanPNJ",2022-08-20 10:17:24,30820,"Personnalités et groupes de gauche",0
"lospopotte",2022-08-20 10:17:57,30818,"Alt-right",0
"Cedric_Frt",2022-08-20 10:18:04,30815,"Rassemblement National",0
"CharlyHermes_",2022-08-20 10:18:08,30814,"Personnalités et groupes de gauche",0
"PascalS2222",2022-08-20 10:18:11,30812,"Extrême-droite",0
"ChiliMosquito",2022-08-20 10:18:14,30810,"Alt-right",0
"vikler",2022-08-20 10:18:14,30811,"Militant·e·s féministes et LGBTQIA+",0
"KikuchiyoLe7eme",2022-08-20 10:18:28,24317,"Militant·e·s féministes et LGBTQIA+",0
"JeremieCrepel",2022-08-20 10:18:32,30803,"Personnalités et groupes de gauche",0
"HocusAnn",2022-08-20 10:18:32,30804,"Néoconservateurs",0
"CindyLauper64",2022-08-20 10:19:07,30799,"Alt-right",0
"Hemiole_le_Chas",2022-08-20 10:19:12,1878,"Militant·e·s féministes et LGBTQIA+",3
"mimithefreakk",2022-08-20 10:19:21,30795,"Personnalités et groupes de gauche",0
"mck35bzh",2022-08-20 10:19:21,30796,"Personnalités et groupes de gauche",0
"OnyxR6S",2022-08-20 10:19:38,14378,"Extrême-droite",0
"volt_france",2022-08-20 10:19:54,30787,"Militant·e·s féministes et LGBTQIA+",3
"domilassa",2022-08-20 10:20:13,30784,"Personnalités et groupes de gauche",0
"brandonmiaw",2022-08-20 10:20:13,30785,"Personnalités et groupes de gauche",0
"belnonm",2022-08-20 10:20:23,14640,"Néoconservateurs",0
"Willcoyote75",2022-08-20 10:20:44,8413,"Néoconservateurs",3
"ChaibHayat",2022-08-20 10:20:50,19963,"Personnalités et groupes de gauche",0
"ItZaMayhem",2022-08-20 10:21:01,30774,"Personnalités et groupes de gauche",0
"hdomb56",2022-08-20 10:21:01,1452,"Néoconservateurs",0
"jfgleizal",2022-08-20 10:21:22,15443,"Alt-right",5
"AineTyph",2022-08-20 10:21:24,30770,"Personnalités et groupes de gauche",0
"ClairLacour",2022-08-20 10:21:34,30768,"Militant·e·s féministes et LGBTQIA+",0
"soler_michele",2022-08-20 10:22:17,30765,"Conspirationnistes identitaires",0
"Christi19284604",2022-08-20 10:22:28,30764,"Centre",0
"rpzclaire",2022-08-20 10:22:29,21793,"Militant·e·s féministes et LGBTQIA+",0
"raqvam",2022-08-20 10:22:46,30758,"Militant·e·s féministes et LGBTQIA+",0
"oseftvfr",2022-08-20 10:22:58,30755,"Personnalités et groupes de gauche",0
"EsseG71",2022-08-20 10:23:12,30750,"Personnalités et groupes de gauche",0
"jlbotto",2022-08-20 10:23:19,9699,"Néoconservateurs",0
"CocardeLycee",2022-08-20 10:23:21,3492,"Extrême-droite",164
"Mounotella",2022-08-20 10:23:25,30734,"Alt-right",1
"Fauve2Bourgogne",2022-08-20 10:23:47,15109,"Extrême-droite",0
"guycrete",2022-08-20 10:23:49,1390,"Alt-right",0
"NoemyOcean",2022-08-20 10:23:55,3237,"Droite réactionnaire",0
"c_drouault",2022-08-20 10:24:02,5415,"Néoconservateurs",0
"ACartman2",2022-08-20 10:24:11,29621,"Alt-right",4
"CocardeEtud",2022-08-20 10:24:24,9038,"Extrême-droite",11
"Nasvargh",2022-08-20 10:24:24,14513,"Militant·e·s féministes et LGBTQIA+",0
"CarolineCamill4",2022-08-20 10:24:28,21047,"Néoconservateurs",0
"vian_ney1",2022-08-20 10:24:28,9033,"Extrême-droite",0
"gillesG64",2022-08-20 10:24:36,30721,"Néoconservateurs",0
"YaitreModa",2022-08-20 10:24:37,15919,"Extrême-droite",0
"bituur_esztreym",2022-08-20 10:25:07,30713,"Militant·e·s féministes et LGBTQIA+",0
"nlavielle",2022-08-20 10:25:10,30712,"Militant·e·s féministes et LGBTQIA+",0
"_Le_dornien_",2022-08-20 10:25:13,30710,"Militant·e·s féministes et LGBTQIA+",0
"GoldoPatrick",2022-08-20 10:25:14,30708,"Néoconservateurs",0
"Venusfortuna",2022-08-20 10:25:14,30709,"Rassemblement National",0
"HiraethNossa",2022-08-20 10:25:25,8698,"Extrême-droite",15
"AssociationAAS1",2022-08-20 10:25:40,30704,"Alt-right",0
"PARlSestMAGlQUE",2022-08-20 10:25:56,30702,"Rassemblement National",0
"CocardeAmiens",2022-08-20 10:25:58,30701,"Extrême-droite",0
"Aubert37420",2022-08-20 10:26:02,30699,"Rassemblement National",0
"denis84287876",2022-08-20 10:26:11,30698,"Néoconservateurs",0
"luc_lhl",2022-08-20 10:26:21,9115,"Extrême-droite",0
"philomenecotta",2022-08-20 10:26:22,12643,"Centre",0
"COATLEVEN9",2022-08-20 10:26:24,24977,"Néoconservateurs",0
"GokuSnap",2022-08-20 10:26:25,30689,"Extrême-droite",0
"ParcolletT",2022-08-20 10:26:52,6560,"Alt-right",2
"pow_rsnt",2022-08-20 10:27:13,30679,"Militant·e·s féministes et LGBTQIA+",0
"thomas_tza",2022-08-20 10:27:30,1443,"Militant·e·s féministes et LGBTQIA+",0
"ArfPhilippon",2022-08-20 10:27:30,30677,"Droite réactionnaire",2
"coriben61",2022-08-20 10:27:42,30672,"Néoconservateurs",0
"leclerc44959828",2022-08-20 10:27:44,30671,"Militant·e·s féministes et LGBTQIA+",0
"PianzolaC",2022-08-20 10:27:49,19936,"Extrême-droite",0
"nx0331",2022-08-20 10:27:49,30669,"Néoconservateurs",0
"PrinceAngelique",2022-08-20 10:27:49,13097,"Centre",1
"nancyhidoine",2022-08-20 10:27:59,30667,"Rassemblement National",0
"EFPtPt",2022-08-20 10:28:17,30658,"Extrême-droite",0
"atheesur",2022-08-20 10:28:23,279,"Néoconservateurs",0
"mansan_man",2022-08-20 10:28:25,11347,"Centre",0
"NTX42344991",2022-08-20 10:28:43,30654,"Néoconservateurs",0
"TobbyJn",2022-08-20 10:29:00,30651,"Militant·e·s féministes et LGBTQIA+",0
"Thoomazou",2022-08-20 10:29:07,30650,"Conspirationnistes identitaires",0
"barbadroite",2022-08-20 10:29:21,30646,"Rassemblement National",0
"Anna690509",2022-08-20 10:29:29,30643,"Personnalités et groupes de gauche",0
"HenryGilles4",2022-08-20 10:29:40,4336,"Alt-right",0
"ThierryLounas",2022-08-20 10:29:43,30637,"Militant·e·s féministes et LGBTQIA+",0
"HippmanC",2022-08-20 10:29:45,30635,"Personnalités et groupes de gauche",0
"FerriereMaryse",2022-08-20 10:29:48,27387,"Néoconservateurs",0
"SarChri5",2022-08-20 10:29:58,30633,"Rassemblement National",0
"freddydam",2022-08-20 10:30:00,30632,"Alt-right",0
"corehren",2022-08-20 10:30:05,7038,"Néoconservateurs",0
"matthlide",2022-08-20 10:30:10,30627,"Militant·e·s féministes et LGBTQIA+",0
"jsproust",2022-08-20 10:30:20,30625,"Alt-right",0
"m_trevisson",2022-08-20 10:30:22,30624,"Personnalités et groupes de gauche",0
"radiofanch",2022-08-20 10:30:35,30622,"Personnalités et groupes de gauche",0
"AvnerMelany",2022-08-20 10:31:09,30617,"Alt-right",2
"pilatus70",2022-08-20 10:31:27,2349,"Alt-right",0
"le_cemique",2022-08-20 10:31:39,16766,"Extrême-droite",0
"Cocarde_Aix",2022-08-20 10:32:10,16864,"Extrême-droite",0
"solachab",2022-08-20 10:32:12,30604,"Rassemblement National",0
"Christi31810088",2022-08-20 10:32:24,30602,"Néoconservateurs",0
"mstphaa_",2022-08-20 10:32:25,30601,"Personnalités et groupes de gauche",0
"LeDocNature",2022-08-20 10:32:31,30599,"Rassemblement National",0
"DroitardEtFier",2022-08-20 10:32:42,30597,"Alt-right",0
"jnthurre",2022-08-20 10:32:46,30596,"Personnalités et groupes de gauche",0
"sixcent92",2022-08-20 10:32:59,30592,"Militant·e·s féministes et LGBTQIA+",0
"DomiPrevot",2022-08-20 10:33:28,7486,"Néoconservateurs",0
"victoirepax",2022-08-20 10:33:37,30514,"Personnalités et groupes de gauche",0
"FiramaryEowl",2022-08-20 10:33:52,2624,"Militant·e·s féministes et LGBTQIA+",0
"bobardsdor",2022-08-20 10:33:58,30515,"Centre",0
"Pluspixels",2022-08-20 10:34:21,30582,"Militant·e·s féministes et LGBTQIA+",0
"FreireDeni",2022-08-20 10:34:24,30581,"Rassemblement National",0
"mynameisjeje15",2022-08-20 10:34:28,30580,"Néoconservateurs",0
"stjv_fr",2022-08-20 10:34:31,30579,"Militant·e·s féministes et LGBTQIA+",12
"FreeFly10866678",2022-08-20 10:34:35,30578,"Néoconservateurs",0
"YohanSauvage",2022-08-20 10:34:40,30575,"Militant·e·s féministes et LGBTQIA+",2
"EELVhateaccount",2022-08-20 10:34:45,30573,"Alt-right",1
"miss9afi",2022-08-20 10:35:30,30571,"Alt-right",0
"domikiel",2022-08-20 10:35:32,30570,"Centre",0
"Svoboda762",2022-08-20 10:35:35,30569,"Néoconservateurs",0
"cd_land",2022-08-20 10:35:49,30566,"Néoconservateurs",0
"piceabies",2022-08-20 10:35:57,13458,"Extrême-droite",0
"michaelscotchof",2022-08-20 10:36:16,30561,"Extrême-droite",0
"t0x_ick",2022-08-20 10:36:40,30555,"Personnalités et groupes de gauche",0
"NPA_Rennes",2022-08-20 10:36:42,30554,"Personnalités et groupes de gauche",0
"frhaz",2022-08-20 10:37:06,30551,"Néoconservateurs",0
"gangan84",2022-08-20 10:37:06,30552,"Rassemblement National",0
"Lulabel06994981",2022-08-20 10:37:24,30550,"Alt-right",0
"liamsdem12",2022-08-20 10:37:34,30548,"Personnalités et groupes de gauche",0
"florencebaillon",2022-08-20 10:37:40,30547,"Centre",0
"LumeroFrance",2022-08-20 10:38:22,13312,"Centre",0
"MoktarLeRetour",2022-08-20 10:38:27,30543,"Rassemblement National",0
"YYGregorj",2022-08-20 10:38:43,17850,"Néoconservateurs",0
"DroiteRev",2022-08-20 10:38:55,20953,"Extrême-droite",0
"Zorica47814396",2022-08-20 10:39:25,30537,"Néoconservateurs",0
"ZachariasClaire",2022-08-20 10:39:51,30533,"Personnalités et groupes de gauche",0
"Lesaintdrome",2022-08-20 10:39:57,30530,"Néoconservateurs",0
"michelafri",2022-08-20 10:40:02,15274,"Militant·e·s féministes et LGBTQIA+",0
"koslena1",2022-08-20 10:40:02,25587,"Personnalités et groupes de gauche",0
"tatianaufo",2022-08-20 10:40:14,30525,"Rassemblement National",0
"stefbertin13210",2022-08-20 10:40:22,30524,"Néoconservateurs",0
"TlseCha",2022-08-20 10:40:35,30521,"Personnalités et groupes de gauche",0
"_PetitMouton_",2022-08-20 10:40:50,30519,"Centre",0
"MOCA7500",2022-08-20 10:40:59,17975,"Néoconservateurs",0
"PingouinSuedois",2022-08-20 10:41:01,22683,"Militant·e·s féministes et LGBTQIA+",0
"vincenttissera5",2022-08-20 10:41:59,30511,"Alt-right",0
"LAVOIXLYCEENNE_",2022-08-20 10:42:28,30506,"Militant·e·s féministes et LGBTQIA+",0
"DeyriesPierre",2022-08-20 10:42:43,30505,"Centre",0
"MyloreYG",2022-08-20 10:42:49,30502,"Personnalités et groupes de gauche",0
"EscriouR",2022-08-20 10:42:58,23502,"Personnalités et groupes de gauche",0
"enzo_th",2022-08-20 10:43:01,14565,"Personnalités et groupes de gauche",0
"Stephane_Abad",2022-08-20 10:43:05,15601,"Néoconservateurs",0
"JuMrth",2022-08-20 10:43:24,30497,"Personnalités et groupes de gauche",0
"CerfGrand",2022-08-20 10:43:33,4753,"Néoconservateurs",1
"mootNacademic",2022-08-20 10:43:47,30494,"Militant·e·s féministes et LGBTQIA+",0
"AnitaBering",2022-08-20 10:44:18,30490,"Alt-right",0
"psychopinstable",2022-08-20 10:45:05,30485,"Personnalités et groupes de gauche",0
"evevaillend",2022-08-20 10:45:19,30483,"Personnalités et groupes de gauche",0
"ZemKiller",2022-08-20 10:45:24,9005,"Extrême-droite",0
"Nomiside",2022-08-20 10:45:32,13124,"Militant·e·s féministes et LGBTQIA+",0
"scpicarus",2022-08-20 10:45:55,30215,"Alt-right",0
"elucdaniel",2022-08-20 10:46:14,30475,"Néoconservateurs",0
"delavennat",2022-08-20 10:46:18,10133,"Néoconservateurs",0
"joeljosie",2022-08-20 10:46:39,30470,"Rassemblement National",0
"Asserpathie",2022-08-20 10:46:54,4154,"Néoconservateurs",0
"PoneyDeLaNuit",2022-08-20 10:47:22,6397,"Militant·e·s féministes et LGBTQIA+",0
"TweetsAuHasard",2022-08-20 10:47:44,30460,"Extrême-droite",0
"leoufroi",2022-08-20 10:48:08,30456,"Militant·e·s féministes et LGBTQIA+",0
"RMarquigny",2022-08-20 10:48:31,30454,"Personnalités et groupes de gauche",0
"Letribunaldunet",2022-08-20 10:48:39,22553,"Conspirationnistes identitaires",2
"maesticaa",2022-08-20 10:48:40,30452,"Militant·e·s féministes et LGBTQIA+",0
"jcfreads",2022-08-20 10:48:41,7219,"Extrême-droite",0
"Diab0l029",2022-08-20 10:48:45,22926,"Extrême-droite",0
"titkaye",2022-08-20 10:49:06,30449,"Néoconservateurs",0
"nordsud6213",2022-08-20 10:49:42,20096,"Néoconservateurs",0
"roxane_cael",2022-08-20 10:49:58,30441,"Personnalités et groupes de gauche",0
"boldwsoul",2022-08-20 10:50:01,23485,"Militant·e·s féministes et LGBTQIA+",0
"Freyjc",2022-08-20 10:50:26,3230,"Néoconservateurs",0
"Kiwand_Bing",2022-08-20 10:50:48,30432,"Militant·e·s féministes et LGBTQIA+",0
"angecorame",2022-08-20 10:51:09,8464,"Centre",0
"Coco7513",2022-08-20 10:51:19,30425,"Personnalités et groupes de gauche",0
"sassenach34",2022-08-20 10:51:31,30423,"Centre",1
"AnnaChaouat",2022-08-20 10:51:33,2330,"Droite réactionnaire",2
"JegoNathan",2022-08-20 10:51:37,30421,"Militant·e·s féministes et LGBTQIA+",0
"SergeLABOURASSE",2022-08-20 10:51:39,30420,"Néoconservateurs",0
"FlipDuclos",2022-08-20 10:51:42,30419,"Néoconservateurs",0
"Carotte68970040",2022-08-20 10:51:54,14792,"Militant·e·s féministes et LGBTQIA+",0
"francesconuccio",2022-08-20 10:51:54,30416,"Alt-right",0
"InessSantiago",2022-08-20 10:52:03,30413,"Personnalités et groupes de gauche",0
"Kimaali",2022-08-20 10:52:27,6741,"Militant·e·s féministes et LGBTQIA+",0
"ReineDesEwokes",2022-08-20 10:52:32,8789,"Militant·e·s féministes et LGBTQIA+",0
"ClBear31",2022-08-20 10:52:47,11230,"Militant·e·s féministes et LGBTQIA+",0
"b_oumai",2022-08-20 10:52:48,30404,"Militant·e·s féministes et LGBTQIA+",0
"DanielHerbera",2022-08-20 10:53:04,15256,"Néoconservateurs",0
"MartineDILLENS1",2022-08-20 10:53:05,30399,"Conspirationnistes identitaires",0
"rocksabbb",2022-08-20 10:53:23,30397,"Personnalités et groupes de gauche",0
"GoodWinCrimes",2022-08-20 10:53:29,30396,"Militant·e·s féministes et LGBTQIA+",0
"varn0v",2022-08-20 10:53:46,21543,"Militant·e·s féministes et LGBTQIA+",0
"ProuteMaster",2022-08-20 10:53:53,30393,"Personnalités et groupes de gauche",0
"Maximuszrt",2022-08-20 10:53:55,14842,"Extrême-droite",0
"LonesomeDev",2022-08-20 10:53:56,13727,"Militant·e·s féministes et LGBTQIA+",0
"kashibibhxrat",2022-08-20 10:53:58,30388,"Néoconservateurs",0
"iliasselharti",2022-08-20 10:54:07,30383,"Personnalités et groupes de gauche",0
"tjvannier",2022-08-20 10:54:08,18896,"Néoconservateurs",0
"Asher_GT",2022-08-20 10:54:33,3553,"Centre",0
"plabrevo",2022-08-20 10:54:50,30379,"Néoconservateurs",0
"PatagonHDS",2022-08-20 10:54:59,24894,"Néoconservateurs",0
"Pwycca",2022-08-20 10:56:03,28830,"Militant·e·s féministes et LGBTQIA+",0
"plondurci",2022-08-20 10:56:54,30364,"Rassemblement National",0
"nicleg83",2022-08-20 10:57:03,11376,"Alt-right",0
"lapie06",2022-08-20 10:57:57,1658,"Alt-right",0
"nomrsl",2022-08-20 10:57:58,30354,"Personnalités et groupes de gauche",0
"Chastagner157",2022-08-20 10:58:04,30353,"Personnalités et groupes de gauche",0
"casslamenasse",2022-08-20 10:58:07,30352,"Personnalités et groupes de gauche",0
"moutet",2022-08-20 10:58:12,9991,"Alt-right",0
"Mauvaise_Pioche",2022-08-20 10:58:20,18194,"Militant·e·s féministes et LGBTQIA+",0
"Fr_Menard",2022-08-20 10:58:36,30349,"Néoconservateurs",0
"likidvcel",2022-08-20 10:58:37,30348,"Militant·e·s féministes et LGBTQIA+",0
"bruno_lafitte",2022-08-20 10:58:40,622,"Droite réactionnaire",0
"skaalec",2022-08-20 10:58:47,30346,"Personnalités et groupes de gauche",0
"crac221",2022-08-20 10:59:16,30342,"Alt-right",0
"ClarimUKSW19",2022-08-20 10:59:19,30341,"Personnalités et groupes de gauche",0
"PygarguePirate",2022-08-20 11:00:03,30337,"Militant·e·s féministes et LGBTQIA+",7
"lsas78",2022-08-20 11:00:14,854,"Alt-right",0
"caragas261",2022-08-20 11:00:28,30331,"Personnalités et groupes de gauche",0
"LacinceN",2022-08-20 11:00:42,30310,"Personnalités et groupes de gauche",0
"LefllatreB",2022-08-20 11:01:13,15472,"Extrême-droite",0
"ValArgen",2022-08-20 11:01:18,30320,"Néoconservateurs",0
"VroniqueVernet2",2022-08-20 11:01:19,30319,"Personnalités et groupes de gauche",0
"didine2265",2022-08-20 11:01:30,15028,"Alt-right",0
"Baron_Wrangel",2022-08-20 11:02:03,20445,"Extrême-droite",0
"RaoulMaboul1",2022-08-20 11:02:10,30312,"Rassemblement National",0
"Dreuze29",2022-08-20 11:02:44,4554,"Néoconservateurs",0
"francoise_ja",2022-08-20 11:02:45,4718,"Néoconservateurs",0
"DiaboloCitror",2022-08-20 11:03:05,4574,"Droite réactionnaire",0
"Squall124",2022-08-20 11:03:07,30268,"Néoconservateurs",0
"AlexandreJean37",2022-08-20 11:03:26,30300,"Rassemblement National",0
"GFCohen",2022-08-20 11:03:51,30296,"Néoconservateurs",0
"HWacsin",2022-08-20 11:03:53,30295,"Personnalités et groupes de gauche",0
"Jordan_Krays94",2022-08-20 11:03:59,30294,"Rassemblement National",0
"tibonihoo",2022-08-20 11:04:25,11563,"Militant·e·s féministes et LGBTQIA+",0
"yannicktrigance",2022-08-20 11:04:36,30290,"Centre",0
"Enkomion_",2022-08-20 11:04:49,30287,"Personnalités et groupes de gauche",0
"Sarah_Thoustra",2022-08-20 11:05:03,30285,"Militant·e·s féministes et LGBTQIA+",0
"Mefietoidesmef2",2022-08-20 11:05:16,30281,"Néoconservateurs",0
"usagisan17",2022-08-20 11:05:28,30279,"Rassemblement National",0
"SamiaBayol",2022-08-20 11:05:42,30278,"Rassemblement National",0
"MarianHeavens",2022-08-20 11:05:50,10292,"Néoconservateurs",0
"alain_co",2022-08-20 11:05:59,21307,"Néoconservateurs",0
"PhilV211060",2022-08-20 11:06:05,30270,"Rassemblement National",0
"cadiira",2022-08-20 11:06:11,30267,"Néoconservateurs",0
"MorgonPierre",2022-08-20 11:06:13,11981,"Extrême-droite",0
"Axel34317001",2022-08-20 11:06:29,30264,"Néoconservateurs",1
"GoutDe",2022-08-20 11:06:32,30263,"Alt-right",0
"colinetho",2022-08-20 11:06:57,30259,"Personnalités et groupes de gauche",0
"reinerschleich2",2022-08-20 11:06:59,30258,"Néoconservateurs",0
"calmille_",2022-08-20 11:07:02,30257,"Personnalités et groupes de gauche",0
"LEGRAND55076671",2022-08-20 11:07:06,29897,"Rassemblement National",0
"Credit_sesame",2022-08-20 11:07:11,19548,"Conspirationnistes identitaires",3
"kdfkate",2022-08-20 11:07:13,1340,"Néoconservateurs",0
"isegoria19",2022-08-20 11:07:34,30252,"Rassemblement National",0
"seplamv",2022-08-20 11:07:53,30251,"Militant·e·s féministes et LGBTQIA+",0
"kris_chadi",2022-08-20 11:08:02,30250,"Néoconservateurs",0
"Skalk85",2022-08-20 11:08:07,30248,"Rassemblement National",0
"MatthieuGB",2022-08-20 11:08:11,30246,"Centre",0
"SebHastien_",2022-08-20 11:08:17,30245,"Militant·e·s féministes et LGBTQIA+",0
"JacquesDimet",2022-08-20 11:08:25,30243,"Personnalités et groupes de gauche",0
"hanpin18",2022-08-20 11:08:48,19220,"Néoconservateurs",0
"Alemao1090",2022-08-20 11:08:50,30239,"Conspirationnistes identitaires",0
"Berny34172",2022-08-20 11:08:55,30238,"Alt-right",0
"tetart62",2022-08-20 11:09:01,18720,"Néoconservateurs",0
"SebElno",2022-08-20 11:09:26,30188,"Alt-right",0
"Charlene_lOurse",2022-08-20 11:09:46,30228,"Militant·e·s féministes et LGBTQIA+",0
"DeparisJulien",2022-08-20 11:09:48,12134,"Néoconservateurs",0
"Claire_G1970",2022-08-20 11:09:55,30225,"Militant·e·s féministes et LGBTQIA+",0
"dgoosens",2022-08-20 11:10:10,30223,"Militant·e·s féministes et LGBTQIA+",0
"Aneth_Hh",2022-08-20 11:10:23,30220,"Personnalités et groupes de gauche",0
"queysselier",2022-08-20 11:10:44,30217,"Alt-right",0
"OngBackIsBack",2022-08-20 11:11:06,30214,"Rassemblement National",0
"Wax_ou_autre",2022-08-20 11:11:09,30212,"Militant·e·s féministes et LGBTQIA+",0
"Mannick560",2022-08-20 11:11:09,20910,"Rassemblement National",0
"hyacinthmoons",2022-08-20 11:11:49,30209,"Militant·e·s féministes et LGBTQIA+",0
"dlancel",2022-08-20 11:12:06,12411,"Néoconservateurs",0
"LemoineRegis",2022-08-20 11:12:25,30206,"Néoconservateurs",0
"GritchUn",2022-08-20 11:12:37,30205,"Personnalités et groupes de gauche",0
"Tristan37978154",2022-08-20 11:12:46,30204,"Rassemblement National",0
"Soraphirot",2022-08-20 11:12:57,25762,"Militant·e·s féministes et LGBTQIA+",0
"LQuentin_",2022-08-20 11:13:25,30200,"Extrême-droite",0
"LIRO_Nick",2022-08-20 11:13:49,30198,"Conspirationnistes identitaires",0
"Gervaiselfi",2022-08-20 11:14:01,30197,"Personnalités et groupes de gauche",0
"0RandyMars0",2022-08-20 11:14:18,12496,"Extrême-droite",0
"Cassassoles1",2022-08-20 11:14:55,30189,"Extrême-droite",0
"LoukCo",2022-08-20 11:15:02,27786,"Néoconservateurs",0
"MichelViala",2022-08-20 11:16:07,30177,"Personnalités et groupes de gauche",0
"DavoultRosa",2022-08-20 11:16:26,20025,"Militant·e·s féministes et LGBTQIA+",0
"bfernan29877189",2022-08-20 11:16:38,30170,"Centre",0
"ida55788806",2022-08-20 11:16:43,1360,"Centre",0
"flkgr",2022-08-20 11:16:54,30167,"Personnalités et groupes de gauche",0
"DaybyAudrey",2022-08-20 11:17:27,30165,"Militant·e·s féministes et LGBTQIA+",0
"StephanieLLP",2022-08-20 11:17:42,30162,"Militant·e·s féministes et LGBTQIA+",0
"leconbreton",2022-08-20 11:18:52,30157,"Militant·e·s féministes et LGBTQIA+",0
"NathanServignat",2022-08-20 11:18:54,30156,"Personnalités et groupes de gauche",0
"Gugusie",2022-08-20 11:19:10,30155,"Militant·e·s féministes et LGBTQIA+",0
"eax_xor",2022-08-20 11:19:18,30153,"Alt-right",0
